cluster_id,canonical_restaurant,raw_restaurant_name,canonical_freq,raw_freq,location_name,proposed,accept
506,ร้านสวนหลังบ้าน (นนทบุรี)​,ร้านสวนหลังบ้าน (นนทบุรี)​,31,31,,1,1
507,ร้านครัวเรือบิน,ร้านครัวเรือบิน,3,3,,1,1
508,เจ้มดเมืองลุง,เจ้มดเมืองลุง,6,6,,1,1
509,ฟาตินชิ้นสะดุ้ง,ฟาตินชิ้นสะดุ้ง,30,30,,1,1
510,สนุกกินถิ่นสิบสอง,สนุกกินถิ่นสิบสอง,2,2,,1,1
511,ตำซั่วเส้นสด,ตำซั่วเส้นสด,5,5,,1,1
512,ต๋องริมทาง@สาย4,ต๋องริมทาง@สาย4,54,54,,1,1
513,Uncle Chef Thai Fusion Restaurant,Uncle Chef Thai Fusion Restaurant,18,18,,1,1
514,ครัวเมืองตรัง นายปืน,ครัวเมืองตรัง นายปืน,6,6,,1,1
515,คุณเอียดชาววัง & ANYA Cafe,คุณเอียดชาววัง & ANYA Cafe,5,5,,1,1
516,โตเกียวชิ อิซากายะ,โตเกียวชิ อิซากายะ,1,1,,1,1
